(121478332, 121598458)
  (21524646, 21743630)
  (91271323, 91417844)
  (92513781, 92688994)
  (90966340, 90988625)
  (30906344, 30959322)
  (45620344, 45835826)
  (54968727, 55173632)
  (17292131, 17310236)
  (19385826, 19508932)
(173297629, 173298512)
(201233443, 201361836)
  (14961235, 15065936)
  (27978014, 28679840)
  (70954693, 71583978)
(174829668, 174978180)
  (38790677, 38856817)
    (1253147, 1295068)
  (13786557, 13814568)
(151656691, 152129619)
(144355288, 144380632)
(128220504, 128220803)
  (75407914, 75566834)
(104094260, 104141419)
(108097432, 108097851)
  (40759389, 40798374)
  (37686431, 37745059)
  (37686431, 37745059)
  (94834147, 94835158)
  (42892713, 43030658)
    (2935353, 4994972)
  (15934782, 15935315)
  (61679139, 61863559)
  (70478767, 70668754)
  (70478767, 70668754)
  (61590421, 61591219)
  (51615299, 52087613)
  (51615299, 52087613)
  (51615299, 52087613)
  (37686431, 37745059)
  (21664184, 22654455)
  (51037488, 51293912)
  (32412006, 32515397)
(157121191, 157138474)
(121478332, 121598458)
  (28820339, 29505947)
  (52436417, 52547802)
  (56865207, 56915850)
  (20684014, 20823130)
  (15553043, 16061663)
(162631373, 162787405)
  (14178817, 14201122)
  (56919602, 56971675)
(117734510, 117753329)
  (89954939, 90044764)
  (13217498, 13652755)
  (15690782, 15744339)
  (15591178, 15634346)
  (55039445, 55064852)
  (91843687, 91844529)
  (83455012, 85628335)
  (30607003, 30627271)
  (17375200, 17735994)
(125577545, 125749190)
(128405269, 128564679)
  (39934115, 40035591)
(104769349, 104795759)
  (37686431, 37745059)
  (51037488, 51293912)
  (73407768, 73408352)
                     -
  (41402083, 41618384)
(142657460, 142681968)
      (391739, 411443)
  (43354859, 43691594)
(127794526, 128187101)
  (89926528, 90296843)
  (32459821, 32473500)
  (99304971, 99321401)
  (77696459, 77783022)
(151494017, 151621193)
  (27274107, 27274477)
  (31639222, 32855666)
(217284019, 217756593)
  (65589111, 65614169)
(107571161, 107965180)
(232983435, 233295725)
  (36070427, 36165288)
  (76894152, 76898144)
  (59050164, 59754808)
  (97904489, 97922500)
  (62262387, 62262671)
  (32659467, 32668383)
  (31142439, 31158238)
  (30056965, 30058612)
        (37434, 37534)
(204218853, 204378214)
        (37434, 37534)
(128937457, 128950038)
  (49539030, 49558337)
  (22704415, 22705685)
  (15928296, 16646364)
(150708440, 150759095)
  (67682772, 67683058)
    (6406592, 6648508)
  (58012147, 58025926)
(136363956, 136373681)
  (60488284, 61229302)
  (33798571, 33869707)
    (2383698, 2388652)
  (81524981, 81590139)
  (69425678, 69429621)
(130503357, 130504344)
  (20777329, 20903048)
  (89954939, 90044764)
(111510396, 111739726)
(137381037, 137847092)
  (15055057, 15056052)
(122567117, 122583384)
  (57907629, 58159920)
  (19145567, 19192131)
  (51927147, 51948759)
  (99304971, 99321401)
  (19233366, 19234487)
    (5663195, 5938619)
  (32659467, 32668383)
(131009174, 131094473)
(151494017, 151621193)
(151656691, 152129619)
(151656691, 152129619)
  (21524646, 21743630)
  (69481662, 69494952)
  (69481662, 69494952)
  (69481662, 69494952)
(111119378, 111168444)
    (1253147, 1295068)
    (7995570, 7995785)
  (20970448, 20972562)
  (21303331, 21389825)
  (10946471, 10982076)
  (40039242, 40080614)
  (62811996, 62819167)
    (6794915, 6795402)
  (21557417, 21666621)
  (21114723, 21115197)
(137424904, 137425021)
(204516379, 204558120)
    (1253147, 1295068)
(151494017, 151621193)
  (17281645, 17287646)
  (28133249, 28581511)
  (33272075, 33276511)
(120978543, 121002512)
    (7661779, 7687546)
(118766965, 118835110)
    (1253147, 1295068)
  (17292131, 17310236)
(110424687, 110476641)
(114314500, 115147292)
(114314500, 115147292)
(178829757, 179050137)
(178829757, 179050137)
  (80960363, 81230162)
(129175552, 129178261)
(129175552, 129178261)
  (84739942, 84740052)
(129175807, 129261581)
     (958323, 1101400)
  (23529504, 24562544)
  (88819896, 88851844)
  (31001065, 31161160)
  (11649674, 11895377)
  (11649674, 11895377)
  (34018643, 34155622)
  (50519364, 50843939)
    (6366010, 6375422)
 (99971437, 100342005)
    (5684731, 5763779)
  (65148738, 65481920)
(131370478, 132336822)
  (17763315, 17792523)
  (41764144, 41774671)
(155063748, 155086807)
    (4493345, 4847506)
  (41764144, 41774671)
  (61500556, 61714640)
  (17763315, 17792523)
  (42081845, 42144874)
(131370478, 132336822)
(155050566, 155062775)
  (48919853, 48950965)
  (15211643, 15371289)
  (49361150, 49369998)
    (8558725, 8619761)
(154682986, 154817605)
     (996986, 1138260)
  (22338886, 22339003)
    (7965310, 8158832)
  (68591796, 68763882)
  (25187800, 25324386)
  (49404049, 49414905)
(103148597, 103149408)
     (996986, 1138260)
  (83445967, 83480024)
  (32041153, 32115334)
  (83298071, 83298167)
(154682986, 154817605)
  (91642516, 91644082)
(150741125, 150763477)
(135851701, 136195574)
(151494017, 151621193)
  (93969442, 94011113)
  (61500556, 61714640)
  (21994139, 22128103)
  (34179005, 34252523)
(121478332, 121598458)
(126905409, 127452517)
  (26335352, 26833194)
  (95672305, 95673068)
      (388100, 388389)
  (52552084, 52652132)
  (72645949, 73092712)
  (37619298, 37623119)
(150741125, 150763477)
(151656691, 152129619)
(121478332, 121598458)
  (52552084, 52652132)
  (31505280, 31505943)
(123356170, 123380324)
  (80936414, 81261210)
  (55719627, 55732121)
  (79715220, 79770651)
(168902194, 168924590)
(232983435, 233295725)
  (65466820, 65642372)
    (1253147, 1295068)
(112142441, 112419313)
  (36298564, 36320637)
  (31639222, 32855666)
(217284019, 217756593)
(113211421, 113276581)
(176136612, 176173102)
(176164051, 176188958)
(102256604, 102256710)
  (39243455, 39245250)
(139005806, 139360497)
  (37686431, 37745059)
(176495255, 176819725)
(126556323, 127419050)
(120464335, 120466218)
    (1253147, 1295068)
  (17292609, 17306843)
  (17053901, 17054204)
  (69721167, 69787961)
(127794526, 128187101)
  (18858906, 19049358)
(113211421, 113276581)
    (7238778, 7469043)
  (23694746, 24547848)
  (38722974, 38932394)
  (52453553, 52516882)
  (38685346, 38687037)
    (4542131, 4787359)
  (55013705, 55038264)
  (19212642, 19722926)
  (32393339, 32407181)
  (31370134, 31370240)
  (61187559, 61550976)
  (21001429, 21044073)
  (16409503, 16870843)
(128405269, 128564679)
(176164051, 176188958)
(156673235, 156706770)
  (17267376, 17281249)
  (48133442, 48430275)
  (81732448, 81759515)
  (21524646, 21743630)
  (37686431, 37745059)
    (1253147, 1295068)
  (46590669, 46757679)
  (69588417, 69653249)
  (31639222, 32855666)
(217284019, 217756593)
  (65589111, 65614169)
(107571161, 107965180)
(232983435, 233295725)
  (36070427, 36165288)
  (76894152, 76898144)
  (59050164, 59754808)
  (97904489, 97922500)
        (37434, 37534)
  (63843761, 64162217)
        (37434, 37534)
  (98943179, 99070787)
(244103932, 244104210)
  (83663419, 83664625)
    (7951263, 8611924)
  (69480165, 69526014)
(168291645, 168472303)
    (5035354, 5107686)
  (60865259, 61462788)
  (22052430, 22091480)
    (1253147, 1295068)
  (79676048, 79809716)
(217284019, 217756593)
  (97699625, 97853080)
  (36070427, 36165288)
  (36298564, 36320637)
  (50437028, 50960267)
(107571161, 107965180)
(183797692, 184023526)
    (1253147, 1295068)
(142301854, 142446266)
(151556124, 151877214)
  (14084845, 15238431)
(132120861, 132481095)
  (79676048, 79809716)
  (40143926, 40144504)
  (21932958, 22010949)
(146543833, 146554953)
  (22534854, 22714578)
  (48133442, 48430275)
  (29576479, 30191898)
  (78017055, 79453667)
  (31657912, 32077580)
  (32628179, 32647062)
    (1894167, 1940592)
  (65792514, 66374579)
(156760454, 156971799)
  (68827531, 68895432)
(138588235, 138914041)
  (52390515, 52535701)
  (83931311, 83966332)
  (41465783, 41632185)
  (45405165, 45513720)
  (91398621, 92873682)
(169083499, 169663775)
  (16859412, 16881987)
(148526493, 148527139)
  (21412218, 22373321)
  (15246069, 15522042)
(128518788, 128519177)
  (97732084, 97740472)
(113215997, 113278921)
    (1353896, 1380107)
  (39921041, 39927601)
  (22052627, 22101360)
  (32577902, 32589848)
(113215997, 113278921)
    (1353896, 1380107)
  (39921041, 39927601)
  (22052627, 22101360)
  (81412804, 81751797)
(106357748, 106510198)
    (1253147, 1295068)
  (55019017, 55211628)
  (55019017, 55211628)
  (21994139, 22128103)
    (7661779, 7687546)
  (63657810, 63696253)
(139475533, 139482935)
    (7646627, 7657770)
  (32628179, 32647062)
  (21994139, 22128103)
(132061480, 132111159)
  (93993931, 94332823)
(201233443, 201361836)
  (34787801, 36004667)
  (28794555, 28800597)
  (58969038, 60522120)
        (37434, 37534)
(191245185, 191425389)
  (17922842, 18029948)
  (48532854, 50023954)
  (85169525, 85676204)
(106654360, 106661158)
  (70518569, 70532743)
  (73736094, 73738852)
  (22798261, 23026488)
  (23135588, 23164027)
(191029576, 191178435)
  (95099054, 95426796)
  (15928296, 16646364)
  (51017544, 51035784)
    (9334767, 9402420)
  (58411359, 58451501)
  (25841725, 26045413)
(175574868, 175576140)
  (80111651, 80256048)
  (50990888, 52298423)
  (59855353, 60053973)
(239703381, 239770130)
  (51902291, 51902395)
  (82892390, 83065841)
(100470482, 100483280)
  (68041130, 68110948)
(223398267, 223398546)
  (45448427, 45513767)
  (28790812, 28792871)
(230034982, 230068993)
(230165186, 230225729)
        (37434, 37534)
  (93993931, 94332823)
  (28687743, 28742422)
  (27628247, 27651511)
  (99304971, 99321401)
    (1317752, 1345099)
  (21994139, 22128103)
(131009174, 131094473)
  (49326962, 49620929)
  (96110040, 96327361)
  (32659467, 32668383)
  (31575565, 31578336)
    (1317752, 1345099)
  (27754875, 28099315)
  (88122982, 88128062)
(154697855, 154858354)
(119153458, 119369435)
  (12407896, 12432238)
(152876820, 152877767)
  (67558727, 67607337)
  (81946444, 82443956)
(140231423, 142131016)
(222671658, 222709930)
  (14178817, 14201122)
(156006478, 156006988)
    (7107597, 7251980)
(116056925, 116276803)
(100203669, 100267079)
  (89954939, 90044764)
  (52115100, 52191392)
  (37672689, 37673176)
(187958775, 187976407)
    (7107597, 7251980)
  (70918766, 70958697)
  (89954939, 90044764)
  (35578046, 35726413)
    (3526459, 3691814)
  (89954939, 90044764)
  (54587757, 54599493)
  (28111040, 28322179)
      (391739, 411443)
    (1317752, 1345099)
(134119983, 134454621)
(115124762, 115180546)
  (17906563, 18910950)
  (98120975, 98192637)
  (85193421, 85197958)
(120111286, 120185529)
  (59480070, 59480132)
  (67516546, 67899619)
  (22527835, 22527941)
    (1317752, 1345099)
  (32659467, 32668383)
  (53532672, 53860160)
  (76235055, 76235623)
  (64079989, 64149088)
  (34832295, 34838493)
(103148597, 103149408)
(181191856, 181194434)
  (23180979, 23325162)
  (49404049, 49414905)
  (42143238, 42170301)
                     -
(124942123, 124988189)
  (24534551, 24708542)
    (2752131, 2755397)
(126179565, 126193858)
(126179565, 126193858)
(136342281, 136550819)
    (2935353, 4994972)
  (20551970, 20552046)
  (57646426, 57803315)
  (29536933, 29940033)
(168229583, 168269415)
(103109410, 103479863)
  (26538366, 26546933)
  (26871484, 26956554)
  (28299321, 28825894)
(110662644, 111562517)
  (53187388, 53188938)
  (93591573, 93911265)
(113116718, 113118560)
  (50095883, 50159256)
(104328603, 104908561)
(153748133, 154894285)
  (57638725, 57639112)
  (56056590, 56394094)
    (7726099, 7881728)
  (12570577, 12660182)
  (26667068, 26995239)
    (7640711, 7968020)
  (11421476, 11475908)
  (13083361, 13604610)
  (17906563, 18910950)
    (6215786, 6257983)
  (33177492, 33336262)
(122655722, 122814473)
    (8391868, 8594289)
  (90251204, 90915052)
  (94543840, 94621421)
(134795260, 135260467)
(107522936, 107811339)
(163494442, 163520539)
(164620732, 164620837)
(180573464, 180574027)
(133913677, 133917269)
  (72956041, 73090522)
  (90529344, 91164437)
  (11183298, 11382348)
  (26402237, 26415208)
      (911736, 990053)
    (8822621, 8887001)
  (90576402, 90889917)
  (32315086, 32400268)
  (69221866, 69322190)
(104661120, 104665558)
  (71932429, 72566530)
  (89124871, 89619149)
  (57953424, 58497866)
  (78565520, 78595269)
  (78624111, 78727754)
                     -
  (84191138, 84197168)
    (4269259, 4366675)
  (54069895, 54081365)
    (9917074, 9933630)
  (28943877, 28944537)
    (4984390, 5129948)
(169003022, 169038416)
(134960378, 135103056)
(128572000, 128576086)
(159902045, 160225299)
(160567852, 160569248)
(169083499, 169663775)
(104886118, 104886955)
    (1253147, 1295068)
    (1253147, 1295068)
  (34263311, 34263673)
(130791264, 131110176)
    (4984390, 5129948)
(132944000, 132991687)
(108222804, 108369102)
(111405923, 111451623)
  (40729128, 40771190)
  (25061924, 25352190)
  (34787801, 36004667)
  (28687743, 28742422)
  (50857891, 50944483)
(150166778, 150184558)
(130853720, 130930682)
(183023420, 183145592)
  (48919853, 48950965)
(111245725, 111286401)
(127322183, 127420066)
  (19212642, 19722926)
  (23632106, 23632360)
(140257286, 140385728)
(127290796, 127465737)
(116642130, 116766925)
  (13083361, 13604610)
  (32641676, 32697098)
(199191059, 199191120)
(101639509, 101787572)
    (9740643, 9740783)
(140231423, 142131016)
(141636583, 141733987)
        (37434, 37534)
     (737628, 1708476)
  (48909480, 48939840)
  (26873092, 26918594)
  (91060333, 91225632)
  (50313487, 50368988)
  (31399784, 31415315)
  (32706124, 32706955)
  (32706124, 32706955)
(191029576, 191178435)
  (32628179, 32647062)
  (29536933, 29940033)
                     -
  (10210570, 10381603)
(150887136, 150913292)
  (34809233, 34809556)
(201233443, 201361836)
  (70954693, 71583978)
(189631389, 189897276)
  (33944623, 33984693)
      (391739, 411443)
  (32628179, 32647062)
  (89926528, 90296843)
  (16916359, 17346152)
(115408496, 115809673)
  (12685439, 12710285)
  (16409503, 16870843)
(136440096, 136483759)
    (9460319, 9528524)
  (89177875, 89295759)
(116496568, 116500650)
  (52514575, 52520530)
  (95972662, 95996365)
  (27754875, 28099315)
  (89912119, 89920973)
  (33993646, 34108308)
      (391739, 411443)
  (89912119, 89920973)
  (33944623, 33984693)
  (89177875, 89295759)
  (33993646, 34108308)
  (27754875, 28099315)
(136440096, 136483759)
  (16409503, 16870843)
(116496568, 116500650)
  (34809233, 34809556)
  (16916359, 17346152)
(188153284, 188890671)
  (13083361, 13604610)
(177442519, 177681381)
  (12223445, 12251286)
  (88494440, 88546681)
  (19264364, 19273391)
(228006998, 228061271)
  (43923792, 43964488)
  (39246314, 39248856)
  (43923792, 43964488)
  (19320829, 19358754)
    (1253147, 1295068)
  (16409503, 16870843)
  (89177875, 89295759)
  (28995235, 29195451)
      (391739, 411443)
  (42152946, 42171673)
  (33944623, 33984693)
  (62520448, 62672011)
  (27754875, 28099315)
  (89912119, 89920973)
(203853888, 203873965)
  (95972662, 95996365)
(136428619, 136439845)
  (33031648, 33044047)
(150730079, 150765957)
  (32628179, 32647062)
  (35002404, 35092807)
  (33993646, 34108308)
(188153284, 188890671)
  (31399784, 31415315)
  (16916359, 17346152)
(188947214, 189325304)
  (89926528, 90296843)
  (37101226, 37179588)
  (33031648, 33044047)
  (36091504, 36232799)
(201288271, 201357398)
(115408496, 115809673)
    (9460319, 9528524)
  (70954693, 71583978)
(111766887, 111817532)
  (99304971, 99321401)
  (93993931, 94332823)
  (28687743, 28742422)
(112160188, 112382439)
(149492982, 149551471)
(112160188, 112382439)
(175977497, 175978570)
(122909082, 123028605)
  (68749501, 68750691)
  (93993931, 94332823)
  (58969038, 60522120)
(111686053, 111757107)
  (34787801, 36004667)
  (41026895, 41039221)
(201233443, 201361836)
  (99304971, 99321401)
(110124335, 110218793)
(111766887, 111817532)
(111766887, 111817532)
  (99304971, 99321401)
  (34745756, 34784886)
  (99304971, 99321401)
  (13276652, 13387266)
(110124335, 110218793)
(111766887, 111817532)
  (88492793, 88580851)
(156193932, 156212796)
  (16524771, 16541903)
(103105349, 103198445)
(135027734, 135034813)
  (50065967, 50107272)
  (58519837, 58557799)
    (1253147, 1295068)
(142108779, 142154440)
      (841690, 969090)
  (14365676, 14502931)
  (88492793, 88580851)
(165827614, 165911618)
  (70051651, 70071693)
  (46235133, 46286297)
  (33583699, 33589026)
    (1253147, 1295068)
    (1253147, 1295068)
      (841690, 969090)
  (14365676, 14502931)
  (88492793, 88580851)
(103105349, 103198445)
  (33583699, 33589026)
(142108779, 142154440)
  (88492793, 88580851)
(165827614, 165911618)
  (58519837, 58557799)
  (74621399, 74666877)
  (94298535, 94342876)
    (1815793, 2233243)
(165827614, 165911618)
(142108779, 142154440)
  (33583699, 33589026)
  (88492793, 88580851)
      (841690, 969090)
      (841690, 969090)
      (841690, 969090)
  (20669551, 21575686)
  (88492793, 88580851)
  (36460621, 36576569)
  (68496676, 68538627)
  (21922993, 21923288)
(202096759, 202096978)
  (17755333, 17827063)
      (841690, 969090)
    (1309310, 1309377)
(105366909, 105576900)
  (55611544, 55743152)
(103255822, 103454667)
  (23525631, 23687220)
  (87980035, 88034037)
(107318421, 107659642)
  (99304971, 99321401)
  (79715220, 79770651)
(199269505, 199471266)
(110210314, 110283100)
(130666735, 130666803)
  (61803143, 61803388)
(182143987, 182803024)
    (7396138, 7830081)
    (4944670, 4945902)
  (19404161, 19758029)
  (84668765, 84966690)
(222860942, 222944639)
(223052190, 223198399)
    (5663195, 5938619)
  (30722771, 30820542)
  (32659467, 32668383)
  (18080869, 18320107)
(203853888, 203873965)
(127703361, 127941507)
  (23710203, 23832513)
(112829751, 112836816)
(105655461, 105869552)
  (21677550, 21678221)
  (46901870, 46941855)
  (29887752, 29890482)
  (25430858, 25500209)
  (30910467, 31155202)
  (31010474, 31035402)
  (32628179, 32647062)
    (1137017, 1144056)
  (15526813, 15592379)
(154993586, 154994315)
(156212993, 156240042)
(206957965, 206970625)
  (43092530, 43217246)
  (46293667, 46386697)
  (46293667, 46386697)
(128937457, 128950038)
  (23020133, 23069031)
(127794526, 128187101)
(127794526, 128187101)
(109498325, 110172512)
  (21524646, 21743630)
  (30820207, 31031937)
(169127109, 169362534)
  (72332830, 72355149)
  (10141778, 10153667)
                     -
    (2444654, 2849105)
  (93843764, 93843862)
  (62123998, 62153169)
  (69294151, 69341682)
(172560888, 172595607)
  (69414307, 69416832)
(108808725, 109302752)
    (1253147, 1295068)
    (1253147, 1295068)
    (1623806, 2245605)
  (21485896, 21521414)
  (36676460, 36687337)
    (1815793, 2233243)
  (50590063, 50793462)
  (92604921, 92836573)
  (46293667, 46386697)
(127535683, 127637729)
(144666312, 145262988)
(144666312, 145262988)
(145337230, 145338057)
  (31187715, 31261910)
  (10026370, 10101932)
(103967140, 104029233)
    (2444654, 2849105)
  (52903572, 53046750)
  (47248300, 47269033)
  (93873051, 93980003)
(169766921, 169769561)
  (69294151, 69341682)
 (99950006, 100195099)
  (69414307, 69416832)
  (69425678, 69429621)
  (69438365, 69444743)
  (69475567, 69481545)
  (69481662, 69494952)
(108157215, 108222638)
(108308519, 108467531)
(108505435, 108593768)
  (26211164, 26335856)
(124776856, 124882668)
(124776856, 124882668)
  (72609034, 72894101)
  (72609034, 72894101)
  (72609034, 72894101)
  (72609034, 72894101)
  (72926377, 72959703)
(104724174, 104747325)
(104769349, 104795759)
  (62390526, 62844631)
  (66336191, 66386746)
  (50024410, 50037088)
    (2100988, 2164468)
    (7112255, 7294414)
  (63639705, 63657682)
  (28742039, 28757515)
  (29205896, 29259597)
  (46576012, 46679790)
  (16946658, 17153272)
(126549383, 126552814)
(217284019, 217756593)
  (31639222, 32855666)
  (97699625, 97853080)
  (36070427, 36165288)
  (36298564, 36320637)
(232983435, 233295725)
(169793003, 169812986)
(112142441, 112419313)
(103967140, 104029233)
  (67063763, 67195173)
  (67063763, 67195173)
    (1253147, 1295068)
  (97699625, 97853080)
  (36130677, 36217284)
(217284019, 217756593)
  (31639222, 32855666)
  (36298564, 36320637)
  (97699625, 97853080)
(217284019, 217756593)
  (97699625, 97853080)
  (97904489, 97922500)
  (97853226, 97856717)
  (97699625, 97853080)
    (6687448, 6690544)
  (50024410, 50037088)
  (56530606, 56603507)
  (20156155, 20160475)
(112646476, 112650051)
  (72059034, 72089032)
(217284019, 217756593)
  (97339693, 97875650)
(218345336, 218444619)
  (31639222, 32855666)
  (97853226, 97856717)
  (97699625, 97853080)
(156634494, 156642454)
  (97699625, 97853080)
  (97699625, 97853080)
(217284019, 217756593)
  (31639222, 32855666)
      (670318, 712662)
  (36130677, 36217284)
(217284019, 217756593)
  (97699625, 97853080)
  (97926791, 97944856)
  (36070427, 36165288)
(217284019, 217756593)
  (97926791, 97944856)
(112142441, 112419313)
(217284019, 217756593)
  (31639222, 32855666)
  (97699625, 97853080)
  (70808350, 70808452)
  (87473335, 87531061)
  (60873360, 60874642)
  (43112629, 43566001)
  (93951627, 93955355)
  (94030794, 94109856)
  (86474529, 86509099)
  (18683678, 18782333)
(117363222, 117428123)
  (61679961, 62286225)
(184053047, 184060673)
      (659862, 693352)
  (20667144, 20679243)
(150032769, 150033566)
  (68215740, 68301821)
(115408496, 115809673)
  (38962299, 39039723)
  (11372612, 11403175)
(103856806, 103918332)
  (78921058, 78949574)
    (7661779, 7687546)
  (33993646, 34108308)
  (28995235, 29195451)
    (7260871, 7261504)
    (8897989, 8914596)
  (16409503, 16870843)
(110150494, 110202202)
    (5602505, 5691488)
  (36837698, 36966536)
    (6374527, 6403967)
  (47275154, 47582558)
  (36091504, 36232799)
(118995452, 119108455)
  (17406760, 17439677)
(112690038, 112887168)
 (99960936, 100131268)
  (16013928, 16087201)
  (89267630, 89490561)
(150646230, 150697154)
  (95972662, 95996365)
  (80405516, 80405609)
  (31399784, 31415315)
  (98706236, 98732757)
  (33004182, 33009591)
  (97358265, 97358478)
    (1107637, 1174268)
(155002630, 155018523)
(166999174, 167052718)
(149730298, 149855022)
    (4706159, 4955551)
  (31353872, 31367067)
  (62520448, 62672011)
    (4838341, 4867694)
  (19053141, 19102904)
  (50095883, 50159256)
  (89177875, 89295759)
  (64340204, 64357534)
(201288271, 201357398)
(104094260, 104141419)
  (10776223, 10776661)
  (70954693, 71583978)
  (32315086, 32400268)
  (75427716, 75474111)
(188153284, 188890671)
  (16409503, 16870843)
  (41580475, 41582887)
  (89720400, 89740925)
  (50731580, 50756795)
    (2296001, 2341079)
(203853888, 203873965)
  (17405479, 17558909)
  (65823022, 65862026)
  (99200774, 99386504)
  (38066973, 38109902)
    (1253147, 1295068)
  (21664184, 22654455)
    (2296001, 2341079)
  (32628179, 32647062)
(101613330, 101629296)
(130853720, 130930682)
  (28111040, 28322179)
(113696831, 113759489)
  (21994139, 22128103)
  (89926528, 90296843)
  (16409503, 16870843)
  (52514575, 52520530)
    (1317752, 1345099)
  (31399784, 31415315)
(241847967, 241895148)
(228735479, 228746664)
  (88364695, 88365608)
  (52514575, 52520530)
    (2296001, 2341079)
  (89912119, 89920973)
  (89948697, 89968060)
  (76491200, 76683504)
  (89912119, 89920973)
      (391739, 411443)
  (33944623, 33984693)
  (44388732, 44413989)
      (470291, 746105)
                     -
  (46293667, 46386697)
(144364364, 144521057)
  (69425678, 69429621)
  (50437028, 50960267)
  (40477131, 40518736)
(169812870, 169837773)
  (22987417, 23020509)
(103856806, 103918332)
(108472112, 108498405)
(108222804, 108369102)
  (72609034, 72894101)
  (72609034, 72894101)
    (1225381, 1246189)
(107271394, 107271846)
(148272304, 148552044)
  (46293667, 46386697)
  (70660657, 70661265)
  (52228612, 52246788)
  (45308968, 45341955)
  (57304479, 57304559)
(102528740, 102539943)
  (28348721, 28538122)
  (74824534, 74855029)
(116766505, 116849463)
    (7633562, 7633851)
                     -
(183636085, 183928532)
  (46782800, 46783135)
  (48624252, 48827999)
  (48919853, 48950965)
(127322183, 127420066)
  (32978592, 33064888)
  (15526813, 15592379)
  (50960745, 50974634)
(156212993, 156240042)
(206957965, 206970625)
(241847967, 241895148)
  (43092530, 43217246)
      (388100, 388389)
  (46293667, 46386697)
  (46293667, 46386697)
  (46293667, 46386697)
  (46293667, 46386697)
(127535683, 127637729)
(134455759, 134719000)
(144364364, 144521057)
(144666312, 145262988)
(144666312, 145262988)
(144666312, 145262988)
(169127109, 169362534)
  (10026370, 10101932)
  (10141778, 10153667)
  (20040446, 20154404)
                     -
  (48372219, 48401259)
  (52903572, 53046750)
  (93843764, 93843862)
  (94506766, 94507620)
(141944428, 142149544)
(169766921, 169769561)
(172560888, 172595607)
  (23755041, 23904089)
 (99950006, 100195099)
(108808725, 109302752)
    (1201595, 1225111)
    (1253147, 1295068)
    (1253147, 1295068)
    (1309310, 1309377)
    (1253147, 1295068)
    (1623806, 2245605)
  (21485896, 21521414)
  (36676460, 36687337)
(150865679, 151101887)
    (1815793, 2233243)
    (1815793, 2233243)
  (50590063, 50793462)
(124822386, 124929983)
(128937457, 128950038)
  (23020133, 23069031)
  (30384511, 30572256)
(127794526, 128187101)
(127794526, 128187101)
  (21524646, 21743630)
  (30820207, 31031937)
(103856806, 103918332)
    (2444654, 2849105)
    (2444654, 2849105)
  (62123998, 62153169)
  (69294151, 69341682)
  (69294151, 69341682)
  (69414307, 69416832)
  (69414307, 69416832)
  (69425678, 69429621)
  (69438365, 69444743)
